ID,Title,"Report Year",Status,"Year Adopted","Date of Last Event",Level,State,County,County,Municipality,Type,Content,Citations
3185,"Fauquier County",2025,"In effect",2020,2020,Local,VA,"Fauquier County",51061,,Solar,"Farquier County’s solar ordinance, passed in October 2020, mandates that no more than 8% of the land in a 2.5-mile radius of the project area of any existing utility-scale solar project can be approved for use as the project area for a new utility-scale solar project.","Fauquier County, Virginia, Solar Ordinance, https://go.boarddocs.com/va/corva/Board.nsf/files/C5RLKY5688A7/$file/Fauquier%20County%20Solar%20Ordinance%20Requirements%20-%20ART_05.pdf (last visited Feb. 9, 2024); Peter Cary, Planners object to proposed Bealeton solar project’s effect on farmland, Fauquier Times, Oct. 5, 2021, https://www.fauquier.com/news/planners-object-to-proposed-bealeton-solar-project-s-effect-on-farmland/article_bd5b9e02-a20c-11eb-8399-2be2563d3b5f.html?fbclid=IwAR1c6FWXH0Rws6Us0G_uTXivt8z19zbfOuBx03FxAOUu8L4-lxmANsoaXP4."
3186,"Fayette County",2025,"In effect",2023,2023,Local,OH,"Fayette County",39047,,Solar|Wind,"In January 2023, the Fayette County Board of Commissioners approved a resolution under S.B. 52 prohibiting large-scale wind and solar in all unincorporated areas of the county except for industrial areas.","Fayette County, Ohio, Board of Commissioner Minutes (Jan. 17, 2023), https://www.fayette-co-oh.com/AgendaCenter/ViewFile/Minutes/_01172023-136."
3187,"Floyd County",2025,Expired,2024,2024,Local,IA,"Floyd County",19067,,Wind|Storage,"On November 20, 2023, Floyd County instituted a moratorium on applications for utility-scale wind and battery storage projects, which was scheduled to run until May 20, 2024. <span style=""font-weight: 400;"">In February 2025, the Floyd County supervisors, with a 3-0 vote, passed an indefinite moratorium on utility-scale solar energy projects. </span>

<br style=""font-weight: 400;"" /><br style=""font-weight: 400;"" />","<span style=""font-weight: 400;"">Bob Steenson, </span><i><span style=""font-weight: 400;"">Floyd County approves indefinite moratorium on utility-scale solar projects</span></i><span style=""font-weight: 400;"">, CHARLES CITY PRESS, Feb. 3, 2025, </span><span style=""font-weight: 400;"">https://www.charlescitypress.com/front/2025/02/03/floyd-county-approves-indefinite-moratorium-on-utility-scale-solar-projec</span><span style=""font-weight: 400;"">ts/; </span>Floyd County, Iowa, Resolution #44-23 (Nov. 20, 2023), https://www.floydco.iowa.gov/DocumentCenter/View/3400/Res-44-23-Moratorium-Utility-Scale-Wind-Energy-Systems-Battery-Installations?bidId=."
3188,"Flushing Township (Genesee County)",2025,"In effect",2022,2022,Local,MI,"Genesee County",26049,"Flushing Township",Solar,"On December 8, 2022, the Flushing Township Board adopted an ordinance that prohibits commercial solar energy systems from covering more than 25% of any lot.","Charter Township of Flushing, Mich., Board of Trustees Minutes, Dec. 8, 2022, https://flushingtownship.com/media/wtkfrcfc/221208m.pdf."
3189,"Ford County",2025,Unknown,2017,2023,Local,IL,"Ford County",17053,,Wind,"In 2017, Ford County imposed a moratorium on wind energy projects while it revised its ordinance. In 2018, the county board’s zoning committee recommended increasing the existing 1,000-foot setback from buildings to 2,250 feet. At a hearing in October 2018, a group called Ford County Citizens for Property Rights demanded 3,250-foot setbacks from any property lines. On September 13, 2021, the County Board adopted an amended wind ordinance that increased setback to 2,250 feet from property lines upon which a primary structure is located. The ordinance further specified that, even if neighbors agreed to waive the setback requirement, any wind tower still must be at least 1,000 feet from the nearest primary structure. In 2023, Ford County amended its zoning rules to provide that, if the existing restrictions were ""judicially determined to be invalid for any reason,"" then the setbacks prescribed by Public Act 102-1123 (2023) would apply.","Ford County, Ill., Zoning Ordinance, Res 23-49 (2023), https://fordcounty.illinois.gov/wp-content/uploads/2023/06/RES-23-49-AMENDED-WIND-ORD-APP-A.pdf; Kari Lydersen, How a County Election in Rural Illinois Became a Referendum on Wind Energy, Energy News Network, Nov. 5, 2018, https://energynews.us/2018/11/05/how-a-county-election-in-rural-illinois-became-a-referendum-on-wind-energy/; Ford County, Ill., Zoning Ordinance 21-80 (Rev. Sept. 21, 2021), https://fordcounty.illinois.gov/wp-content/uploads/2021/09/RES-21-80-REVISED-WIND-ORDINANCE-APPENDIX-A-as-of-SEPT-13-2021.pdf."
3190,"Franklin County",2025,"In effect",2022,2022,Local,GA,"Franklin County",13119,,Solar|Wind,"In April 2022, the Franklin County Commission adopted an indefinite ban on commercial energy facilities in the county.","Brian Justice, Franklin County gives solar the cold shoulder, Tullahoma News, Apr. 28, 2022, https://www.tullahomanews.com/news/local/franklin-county-gives-solar-the-cold-shoulder/article_f98f81d4-c594-11ec-9807-c74d371901d6.html."
3191,"Franklin County",2025,"In effect",2023,2023,Local,KS,"Franklin County",20059,,Wind,"In May 2023, the Franklin County Board of Commissioners unanimously approved a moratorium on the planning, establishment, construction, application for, or permitting of special use permits for wind farms in the unincorporated areas of Franklin County, Kansas until December 31, 2026.","Minutes from Board of Franklin County Commissioners, May 10, 2023, http://franklincoks.org/AgendaCenter/ViewFile/Minutes/_05102023-1785."
3192,"Franklin County",2025,"In effect",2022,2022,Local,TN,"Franklin County",47051,,Solar|Wind,"In April 2022, the Franklin County Commission adopted a resolution prohibiting commercial renewable-energy facilities indefinitely.","Brian Justice, Franklin County gives solar the cold shoulder, The Tullahoma Tennessee News, Apr. 28, 2022, https://www.tullahomanews.com/news/local/franklin-county-gives-solar-the-cold-shoulder/article_f98f81d4-c594-11ec-9807-c74d371901d6.html."
3193,"Franklin County",2025,"In effect",2023,2023,Local,VA,"Franklin County",51067,,Solar,"Brunswick County’s zoning ordinance limits the cumulative acreage of solar development in the county to 8,600 acres. In March 2023, the Brunswick County Board of Supervisors amended the solar ordinance to clarify that this acreage refers to the land under PV panel coverage, not the total acreage of the solar farm parcels.","FRANKLIN COUNTY, VA., ORDINANCE NO. 11-02-2023 (Feb. 21, 2023), https://www.franklincountyva.gov/DocumentCenter/View/3876/Finalized-Zoning-Amendment-Chapter-25--Utility-Scale-Solar-Generation-Facility-2023-PDF."
3194,"Franklin Township (Butler County)",2025,"In effect",2015,2015,Local,NE,"Butler County",31023,"Franklin Township",Wind,"In September 2015, Franklin Township implemented regulations requiring that wind turbines be set back 1,640 feet from public roads and non-participating private property lines. The regulations were drafted by a group called Bohemian Alps Wind Watchers and implemented around the same time by five other townships in Butler County. On October 5, 2015, Butler County sent a letter to the townships challenging their authority to implement such regulations and requesting that they void the regulations. Several townships responded by stating that they would not void the regulations, but Franklin was not among them.","Larry Peirce, Regulating wind turbines now a township issue, Journal Star, September 12, 2015, https://journalstar.com/news/state-and-regional/nebraska/regulating-wind-turbines-now-a-township-issue/article_3c4d3317-c7d6-54f6-bc34-c3b5560f70d4.html; Larry Peirce, Townships line up against wind development, Columbus Telegram, Sept. 23, 2015, https://columbustelegram.com/community/banner-press/news/townships-line-up-against-wind-development/article_8be33e8e-4ecd-5d6b-9049-ab7449f18244.html; Larry Peirce, Opinions differ on legality of Butler County townships’ wind turbine regulations, Journal Star, September 26, 2015, https://journalstar.com/news/state-and-regional/nebraska/opinions-differ-on-legality-of-butler-county-townships-wind-turbine-regulations/article_2c0c6b6b-7310-59fb-99b5-6aef2d0fabaf.html; Larry Peirce, Butler County tells townships to void wind turbine regulations, Journal Star, October 7, 2015, https://journalstar.com/news/state-and-regional/nebraska/butler-county-tells-townships-to-void-wind-turbine-regulations/article_af1470a4-810b-55d8-bf52-aa07275e01f1.html; Larry Peirce, Townships: Regulations to limit wind turbine development won’t be voided, Columbus Telegram, January 7, 2016, https://columbustelegram.com/community/banner-press/news/townships-regulations-to-limit-wind-turbine-development-won-t-be-voided/article_69c7f567-46dc-5423-8ff2-f33fd01e1673.html."
3195,"Fremont Township (Sanilac County)",2025,"In effect",2024,2024,Local,MI,"Sanilac County",26151,,Solar|Wind,"In 2024, Fremont Township restricted renewable energy development to a 520-acre overlay district that was limited to 2.25% of the township’s land.","Intervening Appellees’ Brief on Appeal, Almer Charter Township v. Michigan Public Service Commission, Court of Appeals No. 373259,  Feb. 7, 2025, at 8, https://climate.law.columbia.edu/sites/climate.law.columbia.edu/files/content/Michigan%20Almer%20Charter%20Twp%20Briefs/2025.02.07%20Intervening%20Appellees'%20Brief%20on%20Appeal.pdf."
3196,"Frenchtown Township (Monroe County)",2025,"In effect",2023,2023,Local,MI,"Monroe County",26115,"Frenchtown Township",Solar,"Frenchtown Township’s June 2023 zoning ordinance limits solar development to industrial districts, excluding it from agricultural districts.","Frenchtown Township, Mich., Zoning Ordinance § 4.38(D) (as amended May 23, 2023), https://www.frenchtownmi.gov/wp-content/uploads/Frenchtown-ZO-Final-Version-September-2023.pdf."
3197,"Fulton County",2025,"In effect",2018,2024,Local,IN,"Fulton County",18049,,Solar|Wind,"According to the Fulton County zoning ordinance, last updated in October 2018, wind farms are prohibited in all unincorporated areas of Fulton County. Previously, wind farms were banned in all areas of the County. In August 2023, the county adopted a moratorium on large-scale solar projects. In July 2024, this moratorium was extended until the end of 2024.","FULTON COUNTY, IN., ZONING ORDINANCE § 5-1.4 WE-03(A) (rev. Oct. 2018), https://www.co.fulton.in.us/egov/documents/1547130715_58067.pdf; Niko Burton, Wind Farms Still Banned in Fulton County, WSBT 22, Dec. 11, 2017, https://wsbt.com/news/local/wind-farms-still-banned-in-fulton-county; Wes Dehne, Fulton County Commissioners extend solar moratorium, FULTON COUNTY POST, Jul. 7, 2024, https://www.giant.fm/fulton-county/news/local-news/fulton-county-commissioners-extend-solar-moratorium/."
3198,"Gage County",2025,"In effect",2023,2023,Local,NE,"Gage County",31067,,Solar|Wind,"In July 2020, Gage County adopted a 3-month moratorium on new permits for wind farms. In November 2021, Gage County adopted amendments that banned commercial wind turbines within 1 mile of property lines of nonparticipating property owners, a major change from the 2019 zoning regulations, which required only that turbines be set back from property lines by a distance of 2 times turbine height. Gage County subsequently imposed an indefinite moratorium on commercial solar facilities in 2022 to halt solar development while considering new solar restrictions. On March 14, 2023, the Gage County Planning and Zoning Commission voted to recommend new solar regulations that would require setbacks of 0.5 miles from non-participating dwellings, platted subdivisions, and platted villages, and 0.75 miles from churches, schools, natural resources districts, and National Park Service sites for any solar project greater than 2 MW. In June 2023, The Gage County Board approved the solar regulations.","Doug Kennedy, Gage County Approves Temporary Moratorium on New Wind Farm Applications, News Channel Nebraska, July 16, 2020, https://southeast.newschannelnebraska.com/story/42375821/gage-county-approves-temporary-moratorium-on-new-wind-farm-applications; compare Gage County, Neb., Zoning Regulations § 6.65(A)(6) (2019), https://gagecountynebraska.us/pdfs/planning/zoning_regulation.pdf with Gage County, Neb. Wind Energy Regulations § 6.65(5) (Nov. 17, 2021), https://gagecountynebraska.us/pdfs/Wind%20Energy%20Regs%20-%20County%20Board%20final.pdf; Doug Kennedy, Gage County extends commercial solar moratorium, New Channel Nebraska Central, June 1, 2022, https://central.newschannelnebraska.com/story/46607539/gage-county-extends-commercial-solar-moratorium; Doug Kennedy, Gage County Board considers amendments to solar energy regulations, News Channel Nebraska, June 5, 2023, https://southeast.newschannelnebraska.com/story/49012406/gage-county-board-considers-amendments-to-solar-energy-regulations."
